,date
5199,20150406T000000
5200,20150326T000000
5201,20140818T000000
5202,20140623T000000
5203,20150401T000000
5204,20141205T000000
5205,20140728T000000
5206,20140613T000000
5207,20140723T000000
5208,20140718T000000
5209,20140721T000000
5210,20150403T000000
5211,20140915T000000
5212,20140623T000000
5213,20140509T000000
5214,20140817T000000
5215,20150414T000000
5216,20140617T000000
5217,20141218T000000
5218,20141002T000000
5219,20140716T000000
5220,20140926T000000
5221,20140530T000000
5222,20141212T000000
5223,20141229T000000
5224,20150406T000000
5225,20140506T000000
5226,20140627T000000
5227,20140818T000000
5228,20140808T000000
5229,20150319T000000
5230,20140708T000000
5231,20141219T000000
5232,20140925T000000
5233,20140807T000000
5234,20150112T000000
5235,20140925T000000
5236,20140712T000000
5237,20141211T000000
5238,20140624T000000
5239,20141023T000000
5240,20140905T000000
5241,20140611T000000
5242,20140530T000000
5243,20141022T000000
5244,20140714T000000
5245,20140612T000000
5246,20150422T000000
5247,20141107T000000
5248,20141110T000000
5249,20150506T000000
5250,20150422T000000
5251,20140709T000000
5252,20140515T000000
5253,20141106T000000
5254,20140703T000000
5255,20150314T000000
5256,20140808T000000
5257,20140807T000000
5258,20150120T000000
5259,20140718T000000
5260,20140925T000000
5261,20141021T000000
5262,20140617T000000
5263,20140919T000000
5264,20150330T000000
5265,20141001T000000
5266,20150212T000000
5267,20141007T000000
5268,20140522T000000
5269,20140812T000000
5270,20140508T000000
5271,20140805T000000
5272,20140509T000000
5273,20141203T000000
5274,20141106T000000
5275,20150414T000000
5276,20150114T000000
5277,20140617T000000
5278,20150506T000000
5279,20150115T000000
5280,20150416T000000
5281,20140508T000000
5282,20150224T000000
5283,20140527T000000
5284,20150121T000000
5285,20140725T000000
5286,20140701T000000
5287,20150421T000000
5288,20150325T000000
5289,20141025T000000
5290,20140603T000000
5291,20150226T000000
5292,20150303T000000
5293,20140507T000000
5294,20140923T000000
5295,20140723T000000
5296,20141112T000000
5297,20140825T000000
5298,20140717T000000
5299,20150326T000000
5300,20140602T000000
5301,20150420T000000
5302,20140826T000000
5303,20150323T000000
5304,20150329T000000
5305,20140725T000000
5306,20140926T000000
5307,20141020T000000
5308,20140509T000000
5309,20140527T000000
5310,20150112T000000
5311,20150312T000000
5312,20150317T000000
5313,20140701T000000
5314,20140617T000000
5315,20140708T000000
5316,20140717T000000
5317,20140808T000000
5318,20140813T000000
5319,20140908T000000
5320,20141201T000000
5321,20140618T000000
5322,20150424T000000
5323,20140805T000000
5324,20141217T000000
5325,20150309T000000
5326,20141203T000000
5327,20140619T000000
5328,20140808T000000
5329,20140801T000000
5330,20140723T000000
5331,20150310T000000
5332,20141014T000000
5333,20150310T000000
5334,20150108T000000
5335,20150422T000000
5336,20140724T000000
5337,20140613T000000
5338,20150128T000000
5339,20141208T000000
5340,20150401T000000
5341,20140502T000000
5342,20141021T000000
5343,20140528T000000
5344,20141001T000000
5345,20141030T000000
5346,20140709T000000
5347,20140509T000000
5348,20150128T000000
5349,20150226T000000
5350,20141002T000000
5351,20141230T000000
5352,20140508T000000
5353,20150407T000000
5354,20140613T000000
5355,20141230T000000
5356,20141003T000000
5357,20141117T000000
5358,20150313T000000
5359,20140522T000000
5360,20140626T000000
5361,20141008T000000
5362,20141006T000000
5363,20150219T000000
5364,20141027T000000
5365,20141202T000000
5366,20140524T000000
5367,20150508T000000
5368,20141022T000000
5369,20140618T000000
5370,20150310T000000
5371,20141020T000000
5372,20140722T000000
5373,20140826T000000
5374,20150420T000000
5375,20140521T000000
5376,20140520T000000
5377,20141118T000000
5378,20150114T000000
5379,20140521T000000
5380,20141013T000000
5381,20150501T000000
5382,20141201T000000
5383,20140618T000000
5384,20150403T000000
5385,20141212T000000
5386,20150218T000000
5387,20141106T000000
5388,20140602T000000
5389,20150307T000000
5390,20150309T000000
5391,20141121T000000
5392,20141103T000000
5393,20141117T000000
5394,20141118T000000
5395,20140617T000000
5396,20140812T000000
5397,20150218T000000
5398,20150220T000000
5399,20140925T000000
5400,20141222T000000
5401,20150409T000000
5402,20141114T000000
5403,20150513T000000
5404,20150505T000000
5405,20140708T000000
5406,20150115T000000
5407,20150427T000000
5408,20141205T000000
5409,20140918T000000
5410,20140623T000000
5411,20140526T000000
5412,20150305T000000
5413,20140522T000000
5414,20140707T000000
5415,20141124T000000
5416,20140730T000000
5417,20140516T000000
5418,20150511T000000
5419,20150213T000000
5420,20150127T000000
5421,20141118T000000
5422,20140723T000000
5423,20150211T000000
5424,20150205T000000
5425,20140819T000000
5426,20150130T000000
5427,20141105T000000
5428,20141003T000000
5429,20140514T000000
5430,20140717T000000
5431,20150422T000000
5432,20141208T000000
5433,20140729T000000
5434,20140718T000000
5435,20150413T000000
5436,20140716T000000
5437,20140520T000000
5438,20140624T000000
5439,20140811T000000
5440,20140606T000000
5441,20150320T000000
5442,20140926T000000
5443,20150410T000000
5444,20150502T000000
5445,20140527T000000
5446,20140611T000000
5447,20141007T000000
5448,20140609T000000
5449,20150105T000000
5450,20140825T000000
5451,20140625T000000
5452,20150224T000000
5453,20141125T000000
5454,20150422T000000
5455,20150305T000000
5456,20150401T000000
5457,20150114T000000
5458,20150501T000000
5459,20140818T000000
5460,20140729T000000
5461,20140627T000000
5462,20150304T000000
5463,20150311T000000
5464,20140729T000000
5465,20141029T000000
5466,20141021T000000
5467,20140804T000000
5468,20140710T000000
5469,20141023T000000
5470,20140520T000000
5471,20150506T000000
5472,20141006T000000
5473,20140722T000000
5474,20150222T000000
5475,20140627T000000
5476,20141216T000000
5477,20150227T000000
5478,20141204T000000
5479,20140806T000000
5480,20140904T000000
5481,20150217T000000
5482,20140814T000000
5483,20140611T000000
5484,20140618T000000
5485,20150209T000000
5486,20150106T000000
5487,20140804T000000
5488,20140826T000000
5489,20150225T000000
5490,20140625T000000
5491,20141028T000000
5492,20140612T000000
5493,20141105T000000
5494,20140730T000000
5495,20140609T000000
5496,20150409T000000
5497,20140603T000000
5498,20150416T000000
5499,20141017T000000
5500,20140731T000000
5501,20150218T000000
5502,20141029T000000
5503,20140722T000000
5504,20140820T000000
5505,20141231T000000
5506,20141218T000000
5507,20140923T000000
5508,20140520T000000
5509,20141211T000000
5510,20140929T000000
5511,20141118T000000
5512,20141205T000000
5513,20140602T000000
5514,20150130T000000
5515,20141016T000000
5516,20150405T000000
5517,20141106T000000
5518,20140717T000000
5519,20150318T000000
5520,20140520T000000
5521,20140812T000000
5522,20140625T000000
5523,20150126T000000
5524,20140729T000000
5525,20150107T000000
5526,20140522T000000
5527,20141125T000000
5528,20140619T000000
5529,20140508T000000
5530,20150428T000000
5531,20140903T000000
5532,20141014T000000
5533,20140925T000000
5534,20141212T000000
5535,20141110T000000
5536,20150325T000000
5537,20140613T000000
5538,20150220T000000
5539,20141010T000000
5540,20141029T000000
5541,20150423T000000
5542,20141002T000000
5543,20140516T000000
5544,20140822T000000
5545,20150327T000000
5546,20141020T000000
5547,20141016T000000
5548,20140630T000000
5549,20140911T000000
5550,20140808T000000
5551,20150102T000000
5552,20140805T000000
5553,20140929T000000
5554,20150120T000000
5555,20150210T000000
5556,20150218T000000
5557,20140917T000000
5558,20141112T000000
5559,20140724T000000
5560,20140714T000000
5561,20141210T000000
5562,20141231T000000
5563,20140721T000000
5564,20140711T000000
5565,20150205T000000
5566,20150123T000000
5567,20140826T000000
5568,20150209T000000
5569,20150327T000000
5570,20140707T000000
5571,20141022T000000
5572,20141211T000000
5573,20140905T000000
5574,20150407T000000
5575,20140502T000000
5576,20141215T000000
5577,20140911T000000
5578,20150413T000000
5579,20141014T000000
5580,20150402T000000
5581,20140521T000000
5582,20140701T000000
5583,20150425T000000
5584,20141023T000000
5585,20150327T000000
5586,20141222T000000
5587,20140708T000000
5588,20140909T000000
5589,20141017T000000
5590,20141120T000000
5591,20140815T000000
5592,20140602T000000
5593,20150220T000000
5594,20150312T000000
5595,20140612T000000
5596,20140702T000000
5597,20140812T000000
5598,20141211T000000
5599,20141022T000000
5600,20140923T000000
5601,20150409T000000
5602,20150316T000000
5603,20150129T000000
5604,20140514T000000
5605,20140620T000000
5606,20150116T000000
5607,20140821T000000
5608,20140625T000000
5609,20141007T000000
5610,20140805T000000
5611,20150106T000000
5612,20150224T000000
5613,20140712T000000
5614,20141009T000000
5615,20140619T000000
5616,20140627T000000
5617,20150513T000000
5618,20140701T000000
5619,20150107T000000
5620,20140730T000000
5621,20140516T000000
5622,20141009T000000
5623,20141217T000000
5624,20140801T000000
5625,20140527T000000
5626,20141020T000000
5627,20140827T000000
5628,20141027T000000
5629,20140820T000000
5630,20140722T000000
5631,20150430T000000
5632,20140731T000000
5633,20140909T000000
5634,20141229T000000
5635,20141120T000000
5636,20150406T000000
5637,20150129T000000
5638,20141203T000000
5639,20140819T000000
5640,20150401T000000
5641,20140528T000000
5642,20141216T000000
5643,20140523T000000
5644,20140709T000000
5645,20140811T000000
5646,20141006T000000
5647,20150306T000000
5648,20140721T000000
5649,20150324T000000
5650,20140708T000000
5651,20140604T000000
5652,20150424T000000
5653,20150122T000000
5654,20140530T000000
5655,20150501T000000
5656,20140812T000000
5657,20141231T000000
5658,20150410T000000
5659,20150428T000000
5660,20150107T000000
5661,20141202T000000
5662,20140617T000000
5663,20150414T000000
5664,20140826T000000
5665,20140714T000000
5666,20140922T000000
5667,20150407T000000
5668,20140523T000000
5669,20140612T000000
5670,20150407T000000
5671,20141111T000000
5672,20141002T000000
5673,20150504T000000
5674,20141001T000000
5675,20141001T000000
5676,20140729T000000
5677,20141204T000000
5678,20150401T000000
5679,20141223T000000
5680,20140827T000000
5681,20140718T000000
5682,20140606T000000
5683,20140801T000000
5684,20140716T000000
5685,20141030T000000
5686,20140730T000000
5687,20140812T000000
5688,20150427T000000
5689,20150107T000000
5690,20140602T000000
5691,20140818T000000
5692,20140911T000000
5693,20140926T000000
5694,20140620T000000
5695,20150226T000000
5696,20150224T000000
5697,20140626T000000
5698,20141211T000000
5699,20140915T000000
5700,20140512T000000
5701,20140717T000000
5702,20140619T000000
5703,20141001T000000
5704,20150107T000000
5705,20140618T000000
5706,20140529T000000
5707,20140702T000000
5708,20150325T000000
5709,20150401T000000
5710,20150310T000000
5711,20141202T000000
5712,20150325T000000
5713,20141006T000000
5714,20140521T000000
5715,20140508T000000
5716,20150309T000000
5717,20140623T000000
5718,20150402T000000
5719,20150401T000000
5720,20140505T000000
5721,20140522T000000
5722,20141027T000000
5723,20141006T000000
5724,20140703T000000
5725,20150122T000000
5726,20150128T000000
5727,20140905T000000
5728,20150112T000000
5729,20140926T000000
5730,20140905T000000
5731,20140904T000000
5732,20140721T000000
5733,20141208T000000
5734,20141124T000000
5735,20150106T000000
5736,20150106T000000
5737,20150331T000000
5738,20141021T000000
5739,20141209T000000
5740,20140520T000000
5741,20150305T000000
5742,20150306T000000
5743,20141230T000000
5744,20150223T000000
5745,20141021T000000
5746,20140923T000000
5747,20140621T000000
5748,20150401T000000
5749,20140530T000000
5750,20140814T000000
5751,20150325T000000
5752,20150414T000000
5753,20141117T000000
5754,20150325T000000
5755,20150511T000000
5756,20150410T000000
5757,20140707T000000
5758,20150402T000000
5759,20140723T000000
5760,20150410T000000
5761,20140721T000000
5762,20141028T000000
5763,20140513T000000
5764,20140924T000000
5765,20140605T000000
5766,20150504T000000
5767,20141124T000000
5768,20140521T000000
5769,20141113T000000
5770,20150318T000000
5771,20140630T000000
5772,20150428T000000
5773,20150402T000000
5774,20141030T000000
5775,20150312T000000
5776,20141121T000000
5777,20141124T000000
5778,20150409T000000
5779,20140507T000000
5780,20141030T000000
5781,20150227T000000
5782,20140924T000000
5783,20140924T000000
5784,20140820T000000
5785,20141010T000000
5786,20140916T000000
5787,20140812T000000
5788,20150310T000000
5789,20140522T000000
5790,20141113T000000
5791,20140605T000000
5792,20141215T000000
5793,20150508T000000
5794,20141113T000000
5795,20140813T000000
5796,20141030T000000
5797,20140828T000000
5798,20150318T000000
5799,20150317T000000
5800,20140726T000000
5801,20140920T000000
5802,20141104T000000
5803,20150414T000000
5804,20140924T000000
5805,20140613T000000
5806,20140825T000000
5807,20140918T000000
5808,20140520T000000
5809,20140827T000000
5810,20140617T000000
5811,20140630T000000
5812,20141104T000000
5813,20140711T000000
5814,20141112T000000
5815,20140827T000000
5816,20141117T000000
5817,20140826T000000
5818,20140923T000000
5819,20150106T000000
5820,20140811T000000
5821,20141031T000000
5822,20150403T000000
5823,20150406T000000
5824,20140522T000000
5825,20150312T000000
5826,20141126T000000
5827,20140707T000000
5828,20141209T000000
5829,20150402T000000
5830,20140808T000000
5831,20141224T000000
5832,20150324T000000
5833,20150128T000000
5834,20140923T000000
5835,20150428T000000
5836,20150224T000000
5837,20140804T000000
5838,20141202T000000
5839,20150429T000000
5840,20141106T000000
5841,20141111T000000
5842,20150302T000000
5843,20141216T000000
5844,20140904T000000
5845,20150506T000000
5846,20140818T000000
5847,20150317T000000
5848,20150310T000000
5849,20140613T000000
5850,20140715T000000
5851,20140818T000000
5852,20141201T000000
5853,20150206T000000
5854,20150219T000000
5855,20141126T000000
5856,20140718T000000
5857,20140527T000000
5858,20140801T000000
5859,20140714T000000
5860,20140602T000000
5861,20150305T000000
5862,20150403T000000
5863,20150127T000000
5864,20141016T000000
5865,20140715T000000
5866,20150306T000000
5867,20140905T000000
5868,20140620T000000
5869,20150105T000000
5870,20141009T000000
5871,20150130T000000
5872,20150421T000000
5873,20141223T000000
5874,20141105T000000
5875,20141202T000000
5876,20150210T000000
5877,20150409T000000
5878,20140902T000000
5879,20141103T000000
5880,20140804T000000
5881,20150114T000000
5882,20150421T000000
5883,20140731T000000
5884,20140722T000000
5885,20140629T000000
5886,20141113T000000
5887,20140912T000000
5888,20141007T000000
5889,20150203T000000
5890,20141009T000000
5891,20140611T000000
5892,20141008T000000
5893,20141010T000000
5894,20150524T000000
5895,20140708T000000
5896,20140804T000000
5897,20150205T000000
5898,20140811T000000
5899,20140625T000000
5900,20140506T000000
5901,20150429T000000
5902,20141230T000000
5903,20140508T000000
5904,20140905T000000
5905,20141223T000000
5906,20140617T000000
5907,20140910T000000
5908,20141029T000000
5909,20140701T000000
5910,20140711T000000
5911,20140729T000000
5912,20140923T000000
5913,20141231T000000
5914,20150401T000000
5915,20150325T000000
5916,20140625T000000
5917,20140528T000000
5918,20141121T000000
5919,20140916T000000
5920,20150320T000000
5921,20150224T000000
5922,20140618T000000
5923,20150209T000000
5924,20140917T000000
5925,20141125T000000
5926,20150319T000000
5927,20150407T000000
5928,20150102T000000
5929,20140725T000000
5930,20141226T000000
5931,20150115T000000
5932,20150409T000000
5933,20140825T000000
5934,20141216T000000
5935,20140813T000000
5936,20150414T000000
5937,20141105T000000
5938,20140724T000000
5939,20141111T000000
5940,20140716T000000
5941,20141112T000000
5942,20140818T000000
5943,20150305T000000
5944,20140627T000000
5945,20141202T000000
5946,20150326T000000
5947,20141103T000000
5948,20141118T000000
5949,20141110T000000
5950,20140722T000000
5951,20141030T000000
5952,20140507T000000
5953,20150428T000000
5954,20150304T000000
5955,20140513T000000
5956,20140722T000000
5957,20150501T000000
5958,20140825T000000
5959,20140521T000000
5960,20150311T000000
5961,20150501T000000
5962,20150206T000000
5963,20150414T000000
5964,20141027T000000
5965,20141205T000000
5966,20140808T000000
5967,20141203T000000
5968,20150410T000000
5969,20150415T000000
5970,20150312T000000
5971,20140806T000000
5972,20150213T000000
5973,20140905T000000
5974,20141111T000000
5975,20140930T000000
5976,20141120T000000
5977,20150108T000000
5978,20140707T000000
5979,20140514T000000
5980,20140909T000000
5981,20140715T000000
5982,20150504T000000
5983,20140711T000000
5984,20140804T000000
5985,20140813T000000
5986,20150430T000000
5987,20150303T000000
5988,20140618T000000
5989,20140626T000000
5990,20150218T000000
5991,20140519T000000
5992,20141223T000000
5993,20141014T000000
5994,20150421T000000
5995,20141008T000000
5996,20140701T000000
5997,20140507T000000
5998,20150504T000000
5999,20140725T000000
6000,20150415T000000
6001,20150403T000000
6002,20150416T000000
6003,20140609T000000
6004,20150304T000000
6005,20141105T000000
6006,20140701T000000
6007,20140827T000000
6008,20140820T000000
6009,20140922T000000
6010,20150113T000000
6011,20141120T000000
6012,20140701T000000
6013,20140625T000000
6014,20140814T000000
6015,20150223T000000
6016,20141226T000000
6017,20141002T000000
6018,20150402T000000
6019,20150415T000000
6020,20150321T000000
6021,20140813T000000
6022,20141104T000000
6023,20140908T000000
6024,20150219T000000
6025,20140619T000000
6026,20150211T000000
6027,20141203T000000
6028,20141027T000000
6029,20140624T000000
6030,20140513T000000
6031,20140919T000000
6032,20140916T000000
6033,20141226T000000
6034,20140520T000000
6035,20140707T000000
6036,20150421T000000
6037,20141103T000000
6038,20141201T000000
6039,20140724T000000
6040,20140820T000000
6041,20150109T000000
6042,20140616T000000
6043,20140626T000000
6044,20141229T000000
6045,20150225T000000
6046,20140625T000000
6047,20140826T000000
6048,20150324T000000
6049,20141210T000000
6050,20141020T000000
6051,20140927T000000
6052,20141003T000000
6053,20140701T000000
6054,20141120T000000
6055,20140718T000000
6056,20150402T000000
6057,20150326T000000
6058,20140710T000000
6059,20140912T000000
6060,20150303T000000
6061,20141001T000000
6062,20140821T000000
6063,20150309T000000
6064,20150127T000000
6065,20150112T000000
6066,20150331T000000
6067,20140818T000000
6068,20140730T000000
6069,20150129T000000
6070,20150327T000000
6071,20150319T000000
6072,20141204T000000
6073,20150326T000000
6074,20150408T000000
6075,20141106T000000
6076,20140522T000000
6077,20140801T000000
6078,20141025T000000
6079,20150313T000000
6080,20140609T000000
6081,20150316T000000
6082,20141014T000000
6083,20140806T000000
6084,20140504T000000
6085,20140716T000000
6086,20140923T000000
6087,20140915T000000
6088,20150128T000000
6089,20150325T000000
6090,20140818T000000
6091,20140701T000000
6092,20140520T000000
6093,20140822T000000
6094,20140522T000000
6095,20140514T000000
6096,20140728T000000
6097,20140813T000000
6098,20150504T000000
6099,20150226T000000
6100,20150120T000000
6101,20140506T000000
6102,20141016T000000
6103,20150127T000000
6104,20150423T000000
6105,20140521T000000
6106,20140818T000000
6107,20140611T000000
6108,20140729T000000
6109,20140716T000000
6110,20150112T000000
6111,20150423T000000
6112,20140709T000000
6113,20141107T000000
6114,20141021T000000
6115,20150213T000000
6116,20141126T000000
6117,20150324T000000
6118,20140902T000000
6119,20150424T000000
6120,20140915T000000
6121,20141022T000000
6122,20150218T000000
6123,20141222T000000
6124,20140725T000000
6125,20140605T000000
6126,20150107T000000
6127,20150508T000000
6128,20150511T000000
6129,20140610T000000
6130,20141006T000000
6131,20140807T000000
6132,20140716T000000
6133,20140619T000000
6134,20140821T000000
6135,20140513T000000
6136,20150327T000000
6137,20141104T000000
6138,20150407T000000
6139,20140505T000000
6140,20141223T000000
6141,20140618T000000
6142,20140813T000000
6143,20140725T000000
6144,20150401T000000
6145,20141222T000000
6146,20140822T000000
6147,20140814T000000
6148,20140630T000000
6149,20141001T000000
6150,20140616T000000
6151,20140610T000000
6152,20141219T000000
6153,20140602T000000
6154,20140916T000000
6155,20140521T000000
6156,20141030T000000
6157,20140512T000000
6158,20140516T000000
6159,20150421T000000
6160,20140826T000000
6161,20150311T000000
6162,20140623T000000
6163,20141016T000000
6164,20140626T000000
6165,20140610T000000
6166,20141112T000000
6167,20140516T000000
6168,20140530T000000
6169,20141020T000000
6170,20141031T000000
6171,20141030T000000
6172,20140729T000000
6173,20140925T000000
6174,20150311T000000
6175,20141013T000000
6176,20150112T000000
6177,20141024T000000
6178,20140513T000000
6179,20141105T000000
6180,20141201T000000
6181,20140701T000000
6182,20140829T000000
6183,20140807T000000
6184,20140505T000000
6185,20141120T000000
6186,20150427T000000
6187,20150226T000000
6188,20150408T000000
6189,20141021T000000
6190,20140520T000000
6191,20150316T000000
6192,20141111T000000
6193,20150506T000000
6194,20140602T000000
6195,20141021T000000
6196,20140723T000000
6197,20140610T000000
6198,20141111T000000
6199,20150504T000000
6200,20141209T000000
6201,20140606T000000
6202,20140617T000000
6203,20140902T000000
6204,20150407T000000
6205,20150403T000000
6206,20150416T000000
6207,20150205T000000
6208,20140829T000000
6209,20140516T000000
6210,20150428T000000
6211,20150304T000000
6212,20140811T000000
6213,20150421T000000
6214,20150506T000000
6215,20140909T000000
6216,20140603T000000
6217,20140523T000000
6218,20141017T000000
6219,20140724T000000
6220,20141213T000000
6221,20141111T000000
6222,20150427T000000
6223,20140523T000000
6224,20150324T000000
6225,20150505T000000
6226,20140527T000000
6227,20150429T000000
6228,20140520T000000
6229,20150408T000000
6230,20150217T000000
6231,20140903T000000
6232,20140905T000000
6233,20140617T000000
6234,20150421T000000
6235,20150424T000000
6236,20150107T000000
6237,20141110T000000
6238,20141230T000000
6239,20150506T000000
6240,20140730T000000
6241,20140921T000000
6242,20140625T000000
6243,20140630T000000
6244,20140917T000000
6245,20150224T000000
6246,20141110T000000
6247,20140813T000000
6248,20141029T000000
6249,20141218T000000
6250,20140711T000000
6251,20150326T000000
6252,20140718T000000
6253,20140825T000000
6254,20150304T000000
6255,20150311T000000
6256,20140508T000000
6257,20140918T000000
6258,20141202T000000
6259,20140820T000000
6260,20140716T000000
6261,20141217T000000
6262,20140820T000000
6263,20150126T000000
6264,20140919T000000
6265,20141023T000000
6266,20140813T000000
6267,20141022T000000
6268,20141118T000000
6269,20150220T000000
6270,20141124T000000
6271,20141007T000000
6272,20140810T000000
6273,20141205T000000
6274,20140613T000000
6275,20150412T000000
6276,20140718T000000
6277,20141226T000000
6278,20150430T000000
6279,20140721T000000
6280,20140503T000000
6281,20150406T000000
6282,20141020T000000
6283,20140502T000000
6284,20141009T000000
6285,20140613T000000
6286,20150121T000000
6287,20141110T000000
6288,20150113T000000
6289,20141218T000000
6290,20141106T000000
6291,20140630T000000
6292,20140909T000000
6293,20150319T000000
6294,20140527T000000
6295,20140903T000000
6296,20140924T000000
6297,20150407T000000
6298,20140529T000000
6299,20140808T000000
6300,20140905T000000
6301,20140702T000000
6302,20141007T000000
6303,20150128T000000
6304,20141226T000000
6305,20140628T000000
6306,20150409T000000
6307,20141126T000000
6308,20141217T000000
6309,20141118T000000
6310,20140624T000000
6311,20141217T000000
6312,20141029T000000
6313,20150324T000000
6314,20140523T000000
6315,20150420T000000
6316,20140722T000000
6317,20150213T000000
6318,20150106T000000
6319,20150326T000000
6320,20141101T000000
6321,20141202T000000
6322,20140724T000000
6323,20140522T000000
6324,20140605T000000
6325,20141110T000000
6326,20141223T000000
6327,20150112T000000
6328,20150217T000000
6329,20141009T000000
6330,20150220T000000
6331,20150311T000000
6332,20140609T000000
6333,20141121T000000
6334,20141117T000000
6335,20140922T000000
6336,20140613T000000
6337,20141231T000000
6338,20140925T000000
6339,20150220T000000
6340,20150413T000000
6341,20150318T000000
6342,20140926T000000
6343,20140702T000000
6344,20140717T000000
6345,20150511T000000
6346,20140528T000000
6347,20150123T000000
6348,20150115T000000
6349,20150429T000000
6350,20150318T000000
6351,20141022T000000
6352,20150306T000000
6353,20140729T000000
6354,20141205T000000
6355,20140516T000000
6356,20140721T000000
6357,20150401T000000
6358,20140807T000000
6359,20150507T000000
6360,20150305T000000
6361,20141023T000000
6362,20150305T000000
6363,20140813T000000
6364,20140520T000000
6365,20141218T000000
6366,20150330T000000
6367,20141103T000000
6368,20140623T000000
6369,20141202T000000
6370,20150316T000000
6371,20140926T000000
6372,20150409T000000
6373,20140711T000000
6374,20140515T000000
6375,20140711T000000
6376,20140911T000000
6377,20141107T000000
6378,20140806T000000
6379,20140709T000000
6380,20140806T000000
6381,20140625T000000
6382,20150416T000000
6383,20150401T000000
6384,20140715T000000
6385,20150314T000000
6386,20140917T000000
6387,20150218T000000
6388,20140821T000000
6389,20141021T000000
6390,20140710T000000
6391,20150213T000000
6392,20140714T000000
6393,20150218T000000
6394,20150202T000000
6395,20140805T000000
6396,20140728T000000
6397,20140916T000000
6398,20150218T000000
6399,20150223T000000
6400,20150406T000000
6401,20140820T000000
6402,20140702T000000
6403,20140808T000000
6404,20150121T000000
6405,20150127T000000
6406,20140722T000000
6407,20150225T000000
6408,20140527T000000
6409,20140805T000000
6410,20150108T000000
6411,20150423T000000
6412,20141126T000000
6413,20140811T000000
6414,20150429T000000
6415,20150220T000000
6416,20140527T000000
6417,20140916T000000
6418,20150313T000000
6419,20150203T000000
6420,20140630T000000
6421,20140616T000000
6422,20150512T000000
6423,20140812T000000
6424,20150414T000000
6425,20150512T000000
6426,20150422T000000
6427,20141020T000000
6428,20140507T000000
6429,20141223T000000
6430,20140828T000000
6431,20150424T000000
6432,20140903T000000
6433,20150415T000000
6434,20150416T000000
6435,20140606T000000
6436,20140826T000000
6437,20150320T000000
6438,20140724T000000
6439,20150417T000000
6440,20140610T000000
6441,20140714T000000
6442,20140909T000000
6443,20140716T000000
6444,20150112T000000
6445,20150223T000000
6446,20141013T000000
6447,20141208T000000
6448,20150324T000000
6449,20150504T000000
6450,20140506T000000
6451,20140807T000000
6452,20150326T000000
6453,20150429T000000
6454,20150115T000000
6455,20150303T000000
6456,20150428T000000
6457,20141014T000000
6458,20140924T000000
6459,20141222T000000
6460,20141126T000000
6461,20150112T000000
6462,20140623T000000
6463,20140507T000000
6464,20141205T000000
6465,20140610T000000
6466,20141210T000000
6467,20140520T000000
6468,20150305T000000
6469,20141107T000000
6470,20150113T000000
6471,20150508T000000
6472,20150331T000000
6473,20140520T000000
6474,20140908T000000
6475,20140716T000000
6476,20140619T000000
6477,20140520T000000
6478,20140924T000000
6479,20141203T000000
6480,20150407T000000
6481,20141023T000000
6482,20141114T000000
6483,20140718T000000
6484,20150324T000000
6485,20141001T000000
6486,20140812T000000
6487,20140623T000000
6488,20140626T000000
6489,20141119T000000
6490,20140808T000000
6491,20140707T000000
6492,20140828T000000
6493,20150206T000000
6494,20150513T000000
6495,20140609T000000
6496,20140910T000000
6497,20140805T000000
6498,20150304T000000
6499,20141023T000000
6500,20150407T000000
6501,20140610T000000
6502,20140822T000000
6503,20140612T000000
6504,20141016T000000
6505,20150309T000000
6506,20141215T000000
6507,20140827T000000
6508,20140801T000000
6509,20140828T000000
6510,20141210T000000
6511,20140721T000000
6512,20140617T000000
6513,20140902T000000
6514,20150415T000000
6515,20150422T000000
6516,20141002T000000
6517,20140912T000000
6518,20150420T000000
6519,20140521T000000
6520,20140721T000000
6521,20141111T000000
6522,20141002T000000
6523,20141209T000000
6524,20140722T000000
6525,20150424T000000
6526,20140715T000000
6527,20141018T000000
6528,20140918T000000
6529,20141110T000000
6530,20140806T000000
6531,20140703T000000
6532,20150415T000000
6533,20140515T000000
6534,20150130T000000
6535,20150430T000000
6536,20150313T000000
6537,20140818T000000
6538,20150113T000000
6539,20150420T000000
6540,20140710T000000
6541,20141017T000000
6542,20150507T000000
6543,20150508T000000
6544,20140825T000000
6545,20140723T000000
6546,20150302T000000
6547,20140722T000000
6548,20150428T000000
6549,20141104T000000
6550,20150127T000000
6551,20150102T000000
6552,20150408T000000
6553,20140617T000000
6554,20141020T000000
6555,20141119T000000
6556,20150123T000000
6557,20140908T000000
6558,20150304T000000
6559,20140818T000000
6560,20150217T000000
6561,20140604T000000
6562,20150106T000000
6563,20140811T000000
6564,20150102T000000
6565,20150317T000000
6566,20141124T000000
6567,20140721T000000
6568,20141218T000000
6569,20150407T000000
6570,20140603T000000
6571,20140603T000000
6572,20150323T000000
6573,20150504T000000
6574,20150212T000000
6575,20141118T000000
6576,20141009T000000
6577,20150116T000000
6578,20150506T000000
6579,20140508T000000
6580,20140623T000000
6581,20150127T000000
6582,20150303T000000
6583,20140722T000000
6584,20141215T000000
6585,20150209T000000
6586,20150507T000000
6587,20141214T000000
6588,20140710T000000
6589,20141121T000000
6590,20140627T000000
6591,20141024T000000
6592,20150424T000000
6593,20141216T000000
6594,20150409T000000
6595,20150223T000000
6596,20140522T000000
6597,20150504T000000
