,price
4529,785000.0
4530,470000.0
4531,685530.0
4532,150000.0
4533,420850.0
4534,1070000.0
4535,997000.0
4536,684000.0
4537,669888.0
4538,460500.0
4539,470000.0
4540,629000.0
4541,355000.0
4542,520000.0
4543,315000.0
4544,390000.0
4545,579000.0
4546,316000.0
4547,456500.0
4548,260000.0
4549,639983.0
4550,294500.0
4551,540000.0
4552,350000.0
4553,585000.0
4554,405000.0
4555,551500.0
4556,350000.0
4557,612995.0
4558,410000.0
4559,625000.0
4560,950000.0
4561,1050000.0
4562,430000.0
4563,450000.0
4564,675900.0
4565,278000.0
4566,790000.0
4567,430000.0
4568,301950.0
4569,492000.0
4570,900000.0
4571,465950.0
4572,840000.0
4573,210000.0
4574,370000.0
4575,515805.0
4576,370000.0
4577,440000.0
4578,423000.0
4579,550000.0
4580,315000.0
4581,435000.0
4582,525000.0
4583,374950.0
4584,315000.0
4585,505000.0
4586,400000.0
4587,1200000.0
4588,310000.0
4589,494995.0
4590,505000.0
4591,1200000.0
4592,554950.0
4593,291375.0
4594,747500.0
4595,804100.0
4596,500000.0
4597,1208000.0
4598,335000.0
4599,460000.0
4600,299000.0
4601,369950.0
4602,361550.0
4603,445000.0
4604,515000.0
4605,228000.0
4606,538000.0
4607,500012.0
4608,265000.0
4609,302000.0
4610,380000.0
4611,310000.0
4612,515000.0
4613,588000.0
4614,559950.0
4615,459995.0
4616,333000.0
4617,425000.0
4618,268000.0
4619,349000.0
4620,305495.0
4621,495500.0
4622,781500.0
4623,972800.0
4624,356000.0
4625,320000.0
4626,332000.0
4627,425000.0
4628,475000.0
4629,350000.0
4630,420000.0
4631,292000.0
4632,478000.0
4633,385000.0
4634,305000.0
4635,436000.0
4636,441500.0
4637,437000.0
4638,330000.0
4639,438000.0
4640,519000.0
4641,310000.0
4642,430000.0
4643,540000.0
4644,331500.0
4645,469995.0
4646,562500.0
4647,725000.0
4648,257000.0
4649,255000.0
4650,310000.0
4651,752000.0
4652,395000.0
4653,352500.0
4654,391000.0
4655,406500.0
4656,230000.0
4657,320000.0
4658,415000.0
4659,563950.0
4660,530000.0
4661,751000.0
4662,348500.0
4663,250000.0
4664,480000.0
4665,512000.0
4666,655000.0
4667,379500.0
4668,200000.0
4669,289571.0
4670,314950.0
4671,289950.0
4672,525000.0
4673,343000.0
4674,259000.0
4675,484000.0
4676,249950.0
4677,490000.0
4678,442250.0
4679,745000.0
4680,535000.0
4681,240000.0
4682,284950.0
4683,600000.0
4684,275000.0
4685,450000.0
4686,335000.0
4687,429950.0
4688,320000.0
4689,619420.0
4690,560000.0
4691,499950.0
4692,320000.0
4693,545000.0
4694,405000.0
4695,275000.0
4696,659950.0
4697,375000.0
4698,360000.0
4699,561000.0
4700,565000.0
4701,1284000.0
4702,320000.0
4703,1205000.0
4704,255000.0
4705,327000.0
4706,365000.0
4707,415000.0
4708,382880.0
4709,397000.0
4710,399000.0
4711,675000.0
4712,292000.0
4713,290000.0
4714,442000.0
4715,305000.0
4716,500000.0
4717,320000.0
4718,570000.0
4719,1135000.0
4720,505000.0
4721,417000.0
4722,785000.0
4723,535000.0
4724,280000.0
4725,630000.0
4726,390000.0
4727,230000.0
4728,345000.0
4729,519995.0
4730,575000.0
4731,359500.0
4732,410000.0
4733,1150000.0
4734,507950.0
4735,360000.0
4736,355000.0
4737,414000.0
4738,470000.0
4739,300000.0
4740,542525.0
4741,355000.0
4742,1025000.0
4743,515000.0
4744,390000.0
4745,270000.0
4746,549000.0
4747,400000.0
4748,725126.0
4749,425000.0
4750,625000.0
4751,300000.0
4752,455000.0
4753,320000.0
4754,419950.0
4755,314950.0
4756,354900.0
4757,265000.0
4758,915000.0
4759,475000.0
4760,415000.0
4761,495000.0
4762,329950.0
4763,314000.0
4764,190000.0
4765,410000.0
4766,649000.0
4767,590000.0
4768,749700.0
4769,529888.0
4770,1050000.0
4771,395000.0
4772,487500.0
4773,1570000.0
4774,490000.0
4775,347500.0
4776,266200.0
4777,311000.0
4778,418500.0
4779,300000.0
4780,440000.0
4781,760000.0
4782,440000.0
4783,482000.0
4784,415000.0
4785,381000.0
4786,347950.0
4787,235000.0
4788,429000.0
4789,475000.0
4790,334950.0
4791,299000.0
4792,353000.0
4793,390000.0
4794,1500000.0
4795,364000.0
4796,252000.0
4797,375000.0
4798,1029000.0
4799,569995.0
4800,475000.0
4801,293000.0
4802,407500.0
4803,335000.0
4804,315000.0
4805,360000.0
4806,340000.0
4807,725000.0
4808,270000.0
4809,498500.0
4810,380000.0
4811,319500.0
4812,971971.0
4813,890000.0
4814,331000.0
4815,370000.0
4816,439950.0
4817,230000.0
4818,1300000.0
4819,379500.0
4820,485000.0
4821,1037000.0
4822,317500.0
4823,429950.0
4824,300000.0
4825,1096500.0
4826,282500.0
4827,600000.0
4828,682000.0
4829,725000.0
4830,535000.0
4831,360000.0
4832,395000.0
4833,527000.0
4834,418000.0
4835,525000.0
4836,570000.0
4837,972000.0
4838,440000.0
4839,270000.0
4840,255000.0
4841,435000.0
4842,572500.0
4843,480000.0
4844,657044.0
4845,860000.0
4846,530000.0
4847,600000.0
4848,552500.0
4849,435000.0
4850,425000.0
4851,524000.0
4852,460000.0
4853,1185000.0
4854,435000.0
4855,310650.0
4856,535000.0
4857,701000.0
4858,480000.0
4859,217000.0
4860,572000.0
4861,250000.0
4862,500000.0
4863,555000.0
4864,306500.0
4865,352000.0
4866,679950.0
4867,343500.0
4868,1174660.0
4869,305000.0
4870,540000.0
4871,1068000.0
4872,1278000.0
4873,330000.0
4874,390000.0
4875,329000.0
4876,429000.0
4877,525000.0
4878,620000.0
4879,357500.0
4880,580135.0
4881,454200.0
4882,399000.0
4883,580000.0
4884,420000.0
4885,360000.0
4886,317500.0
4887,372000.0
4888,423000.0
4889,1029280.0
4890,320000.0
4891,437500.0
4892,1115000.0
4893,370000.0
4894,405000.0
4895,440000.0
4896,460000.0
4897,310000.0
4898,366000.0
4899,575000.0
4900,750000.0
4901,342500.0
4902,446500.0
4903,1320000.0
4904,690000.0
4905,320000.0
4906,380000.0
4907,800000.0
4908,1890000.0
4909,850000.0
4910,1450000.0
4911,745000.0
4912,782000.0
4913,1050000.0
4914,999999.0
4915,3168750.0
4916,672000.0
4917,1824100.0
4918,730000.0
4919,785000.0
4920,1388000.0
4921,1030000.0
4922,1208000.0
4923,1650000.0
4924,1700000.0
4925,2750000.0
4926,1150000.0
4927,860000.0
4928,815000.0
4929,845000.0
4930,1100000.0
4931,2300000.0
4932,1230000.0
4933,605000.0
4934,1750000.0
4935,1650000.0
4936,600000.0
4937,1775000.0
4938,950000.0
4939,1145000.0
4940,1150000.0
4941,1675000.0
4942,712500.0
4943,5350000.0
4944,3650000.0
4945,860000.0
4946,1635000.0
4947,1245000.0
4948,745000.0
4949,1562000.0
4950,1490000.0
4951,2260000.0
4952,1825000.0
4953,3100000.0
4954,1088000.0
4955,1965220.0
4956,1610000.0
4957,1444000.0
4958,1306000.0
4959,1928000.0
4960,667500.0
4961,1170000.0
4962,635000.0
4963,2500000.0
4964,1980000.0
4965,1728000.0
4966,700000.0
4967,1266520.0
4968,1450000.0
4969,780000.0
4970,2135000.0
4971,3200000.0
4972,1800000.0
4973,1100000.0
4974,798500.0
4975,898000.0
4976,990000.0
4977,1940000.0
4978,839000.0
4979,780000.0
4980,1038000.0
4981,1810000.0
4982,805500.0
4983,935000.0
4984,1398000.0
4985,950000.0
4986,2075000.0
4987,1315000.0
4988,990400.0
4989,1600000.0
4990,760000.0
4991,1100000.0
4992,1575000.0
4993,1065000.0
4994,2535000.0
4995,870000.0
4996,1058000.0
4997,816000.0
4998,1980000.0
4999,915000.0
5000,1989000.0
5001,1375000.0
5002,650000.0
5003,800000.0
5004,1300000.0
5005,3000000.0
5006,985000.0
5007,1875000.0
5008,746000.0
5009,1495000.0
5010,1240000.0
5011,7062500.0
5012,1346400.0
5013,800000.0
5014,425000.0
5015,641200.0
5016,1945000.0
5017,607000.0
5018,860000.0
5019,650000.0
5020,1987500.0
5021,993000.0
5022,999950.0
5023,650000.0
5024,815000.0
5025,1537000.0
5026,720000.0
5027,1770000.0
5028,641000.0
5029,1430000.0
5030,1500000.0
5031,1388000.0
5032,750000.0
5033,3000000.0
5034,2150000.0
5035,1200000.0
5036,635250.0
5037,1014250.0
5038,1865000.0
5039,1220000.0
5040,3204000.0
5041,1130000.0
5042,1900000.0
5043,1700000.0
5044,725000.0
5045,949880.0
5046,1450000.0
5047,1270000.0
5048,1557600.0
5049,3800000.0
5050,1565000.0
5051,1050000.0
5052,810000.0
5053,1013050.0
5054,825000.0
5055,1940000.0
5056,1735000.0
5057,3345000.0
5058,943500.0
5059,1350000.0
5060,920000.0
5061,1300000.0
5062,1400000.0
5063,1148000.0
5064,1388000.0
5065,2400000.0
5066,1620000.0
5067,680000.0
5068,980000.0
5069,1185000.0
5070,1050000.0
5071,1698000.0
5072,1650000.0
5073,650000.0
5074,695000.0
5075,725000.0
5076,1544500.0
5077,1646000.0
5078,2288000.0
5079,965800.0
5080,775000.0
5081,875000.0
5082,950000.0
5083,1500000.0
5084,865000.0
5085,625000.0
5086,875000.0
5087,927000.0
5088,979000.0
5089,2175000.0
5090,1208000.0
5091,1034500.0
5092,2328000.0
5093,987000.0
5094,1629000.0
5095,2320000.0
5096,824000.0
5097,650000.0
5098,1850000.0
5099,888000.0
5100,1749000.0
5101,1901000.0
5102,1965000.0
5103,903000.0
5104,1270000.0
5105,800000.0
5106,1650000.0
5107,640000.0
5108,1321500.0
5109,4489000.0
5110,1590000.0
5111,1750000.0
5112,1500000.0
5113,1027000.0
5114,2575000.0
5115,1600000.0
5116,1780000.0
5117,770126.0
5118,1000000.0
5119,1670000.0
5120,915000.0
5121,895000.0
5122,1582500.0
5123,898000.0
5124,1325000.0
5125,787000.0
5126,1400000.0
5127,1750000.0
5128,1470000.0
5129,830000.0
5130,569000.0
5131,900000.0
5132,610000.0
5133,1802750.0
5134,850000.0
5135,975000.0
5136,1550000.0
5137,1264000.0
5138,975000.0
5139,760000.0
5140,950000.0
5141,1895000.0
5142,843500.0
5143,2998000.0
5144,795127.0
5145,875000.0
5146,743700.0
5147,579000.0
5148,734990.0
5149,875000.0
5150,775000.0
5151,799990.0
5152,755000.0
5153,450000.0
5154,894000.0
5155,465000.0
5156,554000.0
5157,825000.0
5158,889000.0
5159,785000.0
5160,550000.0
5161,600000.0
5162,1300000.0
5163,457000.0
5164,635000.0
5165,528000.0
5166,741500.0
5167,669000.0
5168,754800.0
5169,810000.0
5170,542000.0
5171,1049990.0
5172,779950.0
5173,620000.0
5174,634800.0
5175,628990.0
5176,431500.0
5177,895990.0
5178,410000.0
5179,925000.0
5180,790000.0
5181,540000.0
5182,597400.0
5183,675000.0
5184,600000.0
5185,330000.0
5186,415000.0
5187,1150000.0
5188,975000.0
5189,480000.0
5190,605000.0
5191,1035480.0
5192,720000.0
5193,335000.0
5194,743000.0
5195,861990.0
5196,680000.0
5197,490000.0
5198,775000.0
5199,682000.0
5200,300000.0
5201,830000.0
5202,1940000.0
5203,1237500.0
5204,2280000.0
5205,1237500.0
5206,430000.0
5207,860000.0
5208,461000.0
5209,463000.0
5210,583800.0
5211,702000.0
5212,789500.0
5213,1150000.0
5214,1525000.0
5215,1200000.0
5216,750000.0
5217,579000.0
5218,994900.0
5219,715000.0
5220,1090000.0
5221,988830.0
5222,509900.0
5223,706000.0
5224,482500.0
5225,610000.0
5226,702000.0
5227,1295000.0
5228,500000.0
5229,437000.0
5230,391265.0
5231,455000.0
5232,765000.0
5233,666000.0
5234,731500.0
5235,671300.0
5236,407450.0
5237,780000.0
5238,728050.0
5239,432000.0
5240,476000.0
5241,910000.0
5242,399950.0
5243,810000.0
5244,419000.0
5245,740000.0
5246,428000.0
5247,818000.0
5248,316000.0
5249,413800.0
5250,440500.0
5251,442500.0
5252,550285.0
5253,530000.0
5254,568000.0
5255,699800.0
5256,389000.0
5257,340000.0
5258,558000.0
5259,875000.0
5260,345000.0
5261,464000.0
5262,440000.0
5263,535000.0
5264,700000.0
5265,850000.0
5266,752500.0
5267,715000.0
5268,850000.0
5269,795000.0
5270,447000.0
5271,550000.0
5272,425000.0
5273,737500.0
5274,359782.0
5275,685000.0
5276,568000.0
5277,1225000.0
5278,802000.0
5279,571000.0
5280,1250000.0
5281,785000.0
5282,775000.0
5283,405000.0
5284,2140000.0
5285,485000.0
5286,839990.0
5287,630000.0
5288,385000.0
5289,400000.0
5290,888550.0
5291,620000.0
5292,835000.0
5293,385000.0
5294,559950.0
5295,408000.0
5296,770000.0
5297,479000.0
5298,1180000.0
5299,505000.0
5300,498800.0
5301,395000.0
5302,750000.0
5303,715000.0
5304,398000.0
5305,531800.0
5306,950000.0
5307,660000.0
5308,730000.0
5309,541500.0
5310,600000.0
5311,740000.0
5312,762500.0
5313,448000.0
5314,853000.0
5315,476000.0
5316,650000.0
5317,419000.0
5318,699000.0
5319,790500.0
5320,386380.0
5321,505000.0
5322,587000.0
5323,850000.0
5324,700000.0
5325,438000.0
5326,1100000.0
5327,750000.0
5328,580000.0
5329,820000.0
5330,685000.0
5331,381000.0
5332,467000.0
5333,775000.0
5334,561000.0
5335,737000.0
5336,489000.0
5337,569000.0
5338,740000.0
5339,915000.0
5340,592500.0
5341,403000.0
5342,560000.0
5343,735000.0
5344,851000.0
5345,559000.0
5346,412250.0
5347,800000.0
5348,690000.0
5349,749950.0
5350,695000.0
5351,920000.0
5352,720500.0
5353,705000.0
5354,1050000.0
5355,702000.0
5356,653000.0
5357,592350.0
5358,890000.0
5359,435000.0
5360,750000.0
5361,590000.0
5362,344000.0
5363,530000.0
5364,565000.0
5365,660000.0
5366,442500.0
5367,589000.0
5368,699950.0
5369,439950.0
5370,475000.0
5371,491150.0
5372,442500.0
5373,829000.0
5374,885000.0
5375,326188.0
5376,608000.0
5377,554000.0
5378,575000.0
5379,521000.0
5380,419950.0
5381,484000.0
5382,1408760.0
5383,1187500.0
5384,650000.0
5385,620000.0
5386,929000.0
5387,1690000.0
5388,835000.0
5389,170000.0
5390,745000.0
5391,507000.0
5392,435000.0
5393,930800.0
5394,572000.0
5395,580000.0
5396,410000.0
5397,799000.0
5398,738500.0
5399,635000.0
5400,499000.0
5401,559000.0
5402,516500.0
5403,475000.0
5404,635000.0
5405,808000.0
5406,975000.0
5407,449000.0
5408,806000.0
5409,790000.0
5410,700000.0
5411,589000.0
5412,610000.0
5413,498000.0
5414,259875.0
5415,625250.0
5416,753000.0
5417,897500.0
5418,535000.0
5419,560000.0
5420,305000.0
5421,1110000.0
5422,420000.0
5423,485000.0
5424,765000.0
5425,1210000.0
5426,930000.0
5427,694000.0
5428,554000.0
5429,540000.0
5430,844000.0
5431,665000.0
5432,780000.0
5433,485000.0
5434,577000.0
5435,574000.0
5436,564000.0
5437,1095000.0
5438,590000.0
5439,340000.0
5440,864000.0
5441,583000.0
5442,610000.0
5443,439888.0
5444,635000.0
5445,550000.0
5446,350000.0
5447,473000.0
5448,785000.0
5449,915000.0
5450,428000.0
5451,715000.0
5452,445000.0
5453,392137.0
5454,635000.0
5455,421200.0
5456,429000.0
5457,500000.0
5458,725500.0
5459,780000.0
5460,581000.0
5461,389700.0
5462,899000.0
5463,429000.0
5464,950000.0
5465,866000.0
5466,599000.0
5467,1295650.0
5468,474000.0
5469,514000.0
5470,474900.0
5471,644000.0
5472,680000.0
5473,448000.0
5474,869000.0
5475,1140000.0
5476,468000.0
5477,400000.0
5478,557500.0
5479,548000.0
5480,482000.0
5481,525000.0
5482,400000.0
5483,675000.0
5484,562000.0
5485,495000.0
5486,435000.0
5487,465425.0
5488,1215000.0
5489,587000.0
5490,323000.0
5491,436000.0
5492,810000.0
5493,500000.0
5494,395000.0
5495,385000.0
5496,505000.0
5497,502000.0
5498,374500.0
5499,1268890.0
5500,480000.0
5501,520000.0
5502,535500.0
5503,375000.0
5504,540000.0
5505,408000.0
5506,575000.0
5507,335000.0
5508,467000.0
5509,450000.0
5510,464000.0
5511,712000.0
5512,465000.0
5513,370000.0
5514,545000.0
5515,440000.0
5516,600000.0
5517,620000.0
5518,536000.0
5519,315500.0
5520,642860.0
5521,356000.0
5522,425000.0
5523,466000.0
5524,369900.0
5525,730000.0
5526,469500.0
5527,552500.0
5528,1200000.0
5529,1565000.0
5530,536000.0
5531,606000.0
5532,300000.0
5533,479000.0
5534,525000.0
5535,455000.0
5536,590000.0
5537,484000.0
5538,880000.0
5539,415000.0
5540,615000.0
5541,995000.0
5542,410988.0
5543,995000.0
5544,530000.0
5545,458000.0
5546,375000.0
5547,415000.0
5548,432000.0
5549,326500.0
5550,440000.0
5551,440000.0
5552,455000.0
5553,326000.0
5554,865000.0
5555,308000.0
5556,547000.0
5557,488000.0
5558,345000.0
5559,623300.0
5560,526500.0
5561,540000.0
5562,550000.0
5563,595000.0
5564,565000.0
5565,749950.0
5566,605500.0
5567,475000.0
5568,330000.0
5569,390000.0
5570,624000.0
5571,410000.0
5572,373000.0
5573,799000.0
5574,541100.0
5575,810000.0
5576,350500.0
5577,475000.0
5578,720000.0
5579,360000.0
5580,344000.0
5581,1055000.0
5582,485000.0
5583,368000.0
5584,405000.0
5585,385000.0
5586,674250.0
5587,640000.0
5588,354000.0
5589,489500.0
5590,395000.0
5591,415000.0
5592,510000.0
5593,831500.0
5594,653000.0
5595,355000.0
5596,818000.0
5597,475000.0
5598,490000.0
5599,435000.0
5600,500000.0
5601,469500.0
5602,389000.0
5603,760000.0
5604,625000.0
5605,428000.0
5606,350000.0
5607,496500.0
5608,730000.0
5609,494950.0
5610,375000.0
5611,570000.0
5612,575000.0
5613,419950.0
5614,521900.0
5615,752875.0
5616,599000.0
5617,410000.0
5618,614000.0
5619,775000.0
5620,464000.0
5621,395000.0
5622,585000.0
5623,1078500.0
5624,500000.0
5625,570000.0
5626,480500.0
5627,275000.0
5628,535000.0
5629,607000.0
5630,667400.0
5631,605000.0
5632,480000.0
5633,700000.0
5634,375000.0
5635,625000.0
5636,650000.0
5637,534640.0
5638,565000.0
5639,883000.0
5640,1120000.0
5641,659000.0
5642,329000.0
5643,1000000.0
5644,420000.0
5645,451000.0
5646,576925.0
5647,351000.0
5648,699000.0
5649,410000.0
5650,420000.0
5651,865000.0
5652,437000.0
5653,991500.0
5654,318000.0
5655,400000.0
5656,350000.0
5657,470000.0
5658,440000.0
5659,700500.0
5660,828500.0
5661,550000.0
5662,430000.0
5663,790000.0
5664,495000.0
5665,594000.0
5666,565000.0
5667,600000.0
5668,613500.0
5669,575000.0
5670,203700.0
5671,365000.0
5672,1045000.0
5673,395000.0
5674,680000.0
5675,965000.0
5676,1089000.0
5677,373000.0
5678,965000.0
5679,910000.0
5680,775000.0
5681,930000.0
5682,1157200.0
5683,485000.0
5684,282613.0
5685,313000.0
5686,500000.0
5687,464000.0
5688,300000.0
5689,329950.0
5690,275000.0
5691,380000.0
5692,450500.0
5693,331000.0
5694,220000.0
5695,296000.0
5696,310000.0
5697,215000.0
5698,408000.0
5699,402500.0
5700,500000.0
5701,280000.0
5702,375000.0
5703,315000.0
5704,734000.0
5705,492000.0
5706,628000.0
5707,442500.0
5708,352500.0
5709,575000.0
5710,415000.0
5711,415000.0
5712,500000.0
5713,358803.0
5714,515000.0
5715,394999.0
5716,370000.0
5717,285000.0
5718,375000.0
5719,383900.0
5720,500000.0
5721,316000.0
5722,290000.0
5723,549950.0
5724,319950.0
5725,315000.0
5726,570000.0
5727,345000.0
5728,370000.0
5729,335000.0
5730,350000.0
5731,465000.0
5732,280000.0
5733,430000.0
5734,359000.0
5735,294950.0
5736,310000.0
5737,520500.0
5738,375000.0
5739,285000.0
5740,294000.0
5741,440000.0
5742,260000.0
5743,277500.0
5744,465000.0
5745,449500.0
5746,460000.0
5747,284000.0
5748,402000.0
5749,286308.0
5750,299000.0
5751,370350.0
5752,362500.0
5753,620000.0
5754,429950.0
5755,400000.0
5756,543000.0
5757,444950.0
5758,290000.0
5759,420000.0
5760,401500.0
5761,329000.0
5762,350000.0
5763,295000.0
5764,210000.0
5765,487000.0
5766,339999.0
5767,359950.0
5768,348125.0
5769,344950.0
5770,429950.0
5771,550000.0
5772,547000.0
5773,552625.0
5774,320000.0
5775,410000.0
5776,290000.0
5777,335000.0
5778,275000.0
5779,280000.0
5780,390000.0
5781,575000.0
5782,371500.0
5783,439950.0
5784,759950.0
5785,425000.0
5786,649950.0
5787,355000.0
5788,543000.0
5789,457000.0
5790,324000.0
5791,459500.0
5792,476000.0
5793,396000.0
5794,369000.0
5795,435000.0
5796,460000.0
5797,414950.0
5798,311600.0
5799,375000.0
5800,327000.0
5801,467000.0
5802,435000.0
5803,385000.0
5804,302000.0
5805,295000.0
5806,380000.0
5807,415000.0
5808,295950.0
5809,130000.0
5810,270000.0
5811,336000.0
5812,565000.0
5813,335000.0
5814,311300.0
5815,301000.0
5816,295000.0
5817,350000.0
5818,305240.0
5819,487000.0
5820,290000.0
5821,560000.0
5822,365000.0
5823,328000.0
5824,410500.0
5825,325000.0
5826,334500.0
5827,275000.0
5828,290000.0
5829,329932.0
5830,320000.0
5831,355000.0
5832,376000.0
5833,269000.0
5834,465000.0
5835,268500.0
5836,245000.0
5837,397950.0
5838,395000.0
5839,275000.0
5840,680000.0
5841,495000.0
5842,412000.0
5843,374150.0
5844,373000.0
5845,233000.0
5846,392500.0
5847,399888.0
5848,425000.0
5849,423000.0
5850,530000.0
5851,423000.0
5852,425000.0
5853,445000.0
5854,499000.0
5855,315000.0
5856,359000.0
5857,405000.0
5858,369950.0
5859,432500.0
5860,212000.0
5861,405000.0
5862,320000.0
5863,364000.0
5864,390000.0
5865,370000.0
5866,428000.0
5867,330000.0
5868,385000.0
5869,254922.0
5870,465000.0
5871,345000.0
5872,290000.0
5873,247500.0
5874,367000.0
5875,426000.0
5876,270000.0
5877,318000.0
5878,496000.0
5879,225000.0
5880,431000.0
5881,302000.0
5882,389000.0
5883,305000.0
5884,652500.0
5885,340000.0
5886,411000.0
5887,507000.0
5888,294000.0
5889,412000.0
5890,379950.0
5891,430000.0
5892,475000.0
5893,318000.0
5894,375000.0
5895,377000.0
5896,265000.0
5897,438000.0
5898,460000.0
5899,350000.0
5900,300000.0
5901,300000.0
5902,499950.0
5903,329500.0
5904,389000.0
5905,227000.0
5906,449000.0
5907,529900.0
5908,381800.0
5909,490000.0
5910,395000.0
5911,465000.0
5912,402000.0
5913,450000.0
5914,435000.0
5915,235000.0
5916,240000.0
5917,319000.0
5918,240000.0
5919,343000.0
5920,308625.0
5921,240000.0
5922,502000.0
5923,442500.0
5924,405000.0
5925,377691.0
5926,415000.0
5927,339950.0
5928,288000.0
5929,332500.0
5930,410000.0
5931,349950.0
5932,352500.0
5933,315000.0
5934,254000.0
5935,415000.0
5936,370000.0
5937,340000.0
5938,293000.0
5939,500000.0
5940,380000.0
5941,461000.0
5942,449900.0
5943,500000.0
5944,342450.0
5945,278750.0
5946,375000.0
5947,400000.0
5948,411500.0
5949,290000.0
5950,359950.0
5951,302000.0
5952,390000.0
5953,729953.0
5954,530000.0
5955,808100.0
5956,438000.0
5957,689800.0
5958,438000.0
5959,417000.0
5960,525000.0
5961,370000.0
5962,357000.0
5963,358000.0
5964,372500.0
5965,205000.0
5966,403500.0
5967,425000.0
5968,340000.0
5969,275500.0
5970,210000.0
5971,355000.0
5972,425000.0
5973,464000.0
5974,410000.0
5975,375000.0
5976,472500.0
5977,330000.0
5978,255000.0
5979,364000.0
5980,415250.0
5981,415000.0
5982,329000.0
5983,355000.0
5984,343000.0
5985,378000.0
5986,325000.0
5987,410000.0
5988,229000.0
5989,320000.0
5990,227000.0
5991,400000.0
5992,518000.0
5993,320000.0
5994,535000.0
5995,392500.0
5996,336500.0
5997,348000.0
5998,322000.0
5999,525000.0
6000,313000.0
6001,559950.0
6002,367950.0
6003,556000.0
6004,245000.0
6005,337000.0
6006,575000.0
6007,407500.0
6008,299900.0
6009,350000.0
6010,509000.0
6011,659950.0
6012,530000.0
6013,395000.0
6014,425000.0
6015,300000.0
6016,250000.0
6017,499000.0
6018,305000.0
6019,305000.0
6020,382000.0
6021,366000.0
6022,359950.0
6023,415000.0
6024,282150.0
6025,360000.0
6026,539000.0
6027,441000.0
6028,324000.0
6029,317000.0
6030,420000.0
6031,395000.0
6032,722000.0
6033,429950.0
6034,420000.0
6035,403500.0
6036,450000.0
6037,435000.0
6038,430000.0
6039,359000.0
6040,255544.0
6041,365000.0
6042,275000.0
6043,300000.0
6044,375000.0
6045,425000.0
6046,464000.0
6047,363000.0
6048,420000.0
6049,315000.0
6050,416000.0
6051,289950.0
6052,415000.0
6053,475000.0
6054,335000.0
6055,325000.0
6056,358000.0
6057,300000.0
6058,400000.0
6059,396000.0
6060,310000.0
6061,406000.0
6062,325000.0
6063,370037.0
6064,304000.0
6065,372500.0
6066,372500.0
6067,500000.0
6068,500000.0
6069,440150.0
6070,364500.0
6071,365000.0
6072,355300.0
6073,400000.0
6074,325000.0
6075,679950.0
6076,320000.0
6077,345000.0
6078,240000.0
6079,405000.0
6080,389000.0
6081,400000.0
6082,380000.0
6083,930000.0
6084,480000.0
6085,408500.0
6086,235000.0
6087,298500.0
6088,264500.0
6089,277000.0
6090,353000.0
6091,657500.0
6092,152500.0
6093,293000.0
6094,170000.0
6095,485000.0
6096,500000.0
6097,360000.0
6098,369000.0
6099,367500.0
6100,265000.0
6101,335000.0
6102,345000.0
6103,220000.0
6104,390000.0
6105,511000.0
6106,257000.0
6107,334000.0
6108,297300.0
6109,355000.0
6110,579950.0
6111,378500.0
6112,402395.0
6113,273000.0
6114,280000.0
6115,617000.0
6116,225000.0
6117,150000.0
6118,305950.0
6119,555000.0
6120,260000.0
6121,381500.0
6122,280500.0
6123,295450.0
6124,411605.0
6125,438500.0
6126,192950.0
6127,319950.0
6128,278500.0
6129,436952.0
6130,799950.0
6131,226740.0
6132,339900.0
6133,234000.0
6134,298900.0
6135,300000.0
6136,400000.0
6137,235000.0
6138,404000.0
6139,340000.0
6140,425996.0
6141,292500.0
6142,340000.0
6143,365000.0
6144,323000.0
6145,342000.0
6146,785000.0
6147,359950.0
6148,395000.0
6149,478830.0
6150,206000.0
6151,299000.0
6152,334888.0
6153,356250.0
6154,245000.0
6155,760000.0
6156,537000.0
6157,399950.0
6158,420000.0
6159,325000.0
6160,279000.0
6161,335606.0
6162,335000.0
6163,240000.0
6164,300499.0
6165,395000.0
6166,200000.0
6167,179500.0
6168,449500.0
6169,675000.0
6170,405000.0
6171,339999.0
6172,303000.0
6173,294000.0
6174,440000.0
6175,272000.0
6176,357500.0
6177,257000.0
6178,234975.0
6179,212000.0
6180,299900.0
6181,425000.0
6182,289950.0
6183,319900.0
6184,545000.0
6185,300000.0
6186,282000.0
6187,218500.0
6188,259500.0
6189,456000.0
6190,392440.0
6191,240000.0
6192,399440.0
6193,299999.0
6194,433495.0
6195,428900.0
6196,200000.0
6197,302000.0
6198,905000.0
6199,265000.0
6200,418395.0
6201,400000.0
6202,359800.0
6203,247200.0
6204,450000.0
6205,225000.0
6206,329000.0
6207,475000.0
6208,249000.0
6209,490000.0
6210,350000.0
6211,368500.0
6212,374500.0
6213,200000.0
6214,380000.0
6215,306000.0
6216,305000.0
6217,195000.0
6218,183000.0
6219,200000.0
6220,289999.0
6221,260000.0
6222,365000.0
6223,285000.0
6224,250000.0
6225,235000.0
6226,204555.0
6227,299995.0
6228,308000.0
6229,347000.0
6230,250000.0
6231,249000.0
6232,320000.0
6233,203700.0
6234,309900.0
6235,330000.0
6236,299500.0
6237,332000.0
6238,269100.0
6239,427500.0
6240,313000.0
6241,325000.0
6242,283500.0
6243,328000.0
6244,263950.0
6245,339100.0
6246,352000.0
6247,270000.0
6248,229950.0
6249,321000.0
6250,495000.0
6251,350000.0
6252,900000.0
